n,p_I1,p_I2,ph1,ph2,bias_threestep_psi03,var_threestep_psi03,bias_gest_psi03,var_gest_psi03,bias_gmm_psi03,var_gmm_psi03,bias_threestep_psi13,var_threestep_psi13,bias_gest_psi13,var_gest_psi13,bias_gmm_psi13,var_gmm_psi13
12000,1.0,1.0,0.5,0.2,0.03234837349613082,0.385354725384974,0.015792283567971986,0.1485913100054435,-0.0657271889534144,0.14401210277230725,-0.013650100675216957,0.12005794057677585,-0.01986644528794948,0.10981790602274594,-0.05259207003664407,0.10895603259392739
12000,1.0,1.0,0.5,0.5,-0.01672076382261367,0.11682189266579432,-0.01689751241373162,0.05957812333203928,-0.04877177630130398,0.05145573290953313,0.006936956949644589,0.038107415585313095,-0.008713800278820384,0.037986292959428875,-0.03564340269024392,0.03706264448775999
12000,1.0,1.0,0.5,0.8,-0.013574304131862594,0.05294522332166567,-0.003327083640331962,0.03774712101706692,-0.0350351146142251,0.03957998671668981,-0.022601788874222237,0.019357717562910336,-0.015619530672597042,0.020074293089575257,-0.0126433587607573,0.019514914238338812
12000,1.0,1.0,0.8,0.2,0.006102196127079705,0.22441741703935852,-0.0027747075193407128,0.10148755120296622,-0.021717585811798758,0.09547630684344667,-0.020405555228715212,0.192515850120649,0.01169747775135261,0.10121741000250578,-0.017889589438752865,0.10247295328146133
12000,1.0,1.0,0.8,0.5,0.026021241788657015,0.059714503139599605,-0.0035858925801595647,0.04469223960626407,-0.005848919044818504,0.045883296262963225,-0.0030845220638339855,0.05270271486842615,0.006282897333967228,0.04057275416845391,-0.009531894127108156,0.03815029458377321
12000,1.0,1.0,0.8,0.8,-0.027179665456116834,0.031419332175378026,-0.016692595870683266,0.026334726542053925,-0.025687973570409986,0.02643630250327347,-0.018021102419689294,0.027444651334189926,-0.014723178790437252,0.025452134277807677,-0.017735636322265366,0.02408997859597202
24000,0.2,0.2,0.2,0.2,-0.06591342518258497,0.4623398133793936,-0.05790427199013162,0.41501633257260395,-0.19071495037472627,0.415505644750995,-0.010139134586804651,0.3979442273713705,-0.016706643001580396,0.3428216951353902,-0.10761724724505933,0.3513644903846537
24000,0.2,0.2,0.2,0.5,-0.030041359574455424,0.14999918280669228,-0.030544704607499338,0.11643353354674216,-0.07520759691799284,0.11242642432504837,-0.01912708474025914,0.1366953502124733,-0.026228225560411416,0.12740429839964743,-0.06818922933635632,0.12111793193928776
24000,0.2,0.2,0.2,0.8,-0.030986874562716593,0.09016853622665921,-0.04309524602591945,0.07411721098221373,-0.0723392603384851,0.07669457676341464,-0.02268674537299039,0.07045081098486372,-0.013367536952154226,0.06951188210117584,-0.04296191527516333,0.07461017940325099
24000,0.2,0.2,0.5,0.2,-0.033908850907204566,0.14713063437617063,-0.03876048640384899,0.1290864883401768,-0.10942851405003973,0.1277794001243988,0.04620339077137432,0.20512017881292666,0.07072630600535482,0.1892751199588404,-0.0004887332728694578,0.1976423067154243
24000,0.2,0.2,0.5,0.5,-0.0018461382927244762,0.047719881676416574,-0.002132248989959758,0.05296501073594727,-0.019282221825970537,0.049032813497618545,-0.02158813342551987,0.07496497942569157,-0.007611907998666371,0.0724126969839877,-0.023639368093793856,0.07439283370577271
